aliMallSeller,anony,appendComment,attributes,attributesMap,aucNumId,auctionPicUrl,auctionSku,buyCount,carServiceLocation,cmsSource,displayRatePic,displayRateSum,displayUserLink,displayUserNick,displayUserNumId,displayUserRateLink,dsr,fromMall,fromMemory,gmtCreateTime,goldUser,headExtraPic,id,memberIcon,pics,picsSmall,position,rateContent,rateDate,reply,sellerId,serviceRateContent,structuredRateList,tamllSweetLevel,tmallSweetPic,tradeEndTime,useful,userIdEncryption,userInfo,userVipLevel,userVipPic
False,True,,,,0,,颜色:CS1965绿色+CS1963黑色;尺码:XL,0,,天猫,,0,,甘***信,0,,0,True,0,"{'date': 21, 'hours': 9, 'seconds': 20, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 23, 'time': 1563672200000, 'day': 0}",False,,1052627079374,,"['//img.alicdn.com/bao/uploaded/i1/O1CN01dnw6Gm1wrqJgLP3rh_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i1/O1CN01ZMr48e1wrqJhTt7HP_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i2/O1CN01cyYXrY1wrqJhapWGC_!!0-rate.jpg']",[],"920-11-19,24;620-12-0,4;223-11-5,9;123-11-10,14;520-11-25,33;",面料品质：大小刚好，料子不错，带麻的，比滑面的好，这价钱是实惠的了,2019-07-21 09:23:20,,2097712408,,[],0,,"{'date': 19, 'hours': 13, 'seconds': 40, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 28, 'time': 1563514120000, 'day': 5}",True,,,0,
False,True,,,,0,,颜色:CS1965蓝色+CS1963绿色;尺码:XL,0,,天猫,,0,,t***7,0,,0,True,0,"{'date': 27, 'hours': 15, 'seconds': 27, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 35, 'time': 1564212927000, 'day': 6}",False,,1052954745278,,"['//img.alicdn.com/bao/uploaded/i1/O1CN01sBsqPK1SRKvI4sEIo_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i1/O1CN0173Jpwf1SRKvIRjmDp_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i4/O1CN01B3GfUg1SRKvKojhHI_!!0-rate.jpg']",[],"1523-11-14,20;620-11-0,6;1523-11-21,23;1423-11-7,13;",衣服质量很好，布料挺舒服的，上身效果不错，修身！,2019-07-27 15:35:27,,2097712408,,[],0,,"{'date': 27, 'hours': 15, 'seconds': 55, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 29, 'time': 1564212595000, 'day': 6}",True,,,0,
False,True,"{'commentId': 0, 'days': 0, 'reply': '', 'commentTime': '2019-07-26 12:45:36', 'pics': [], 'content': '穿着很帅气'}",,,0,,颜色:CS1965蓝色+CS1963绿色;尺码:L,0,,天猫,,0,,梁***桂,0,,0,True,0,"{'date': 26, 'hours': 12, 'seconds': 26, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 37, 'time': 1564115846000, 'day': 5}",False,,1052829461572,,"['//img.alicdn.com/bao/uploaded/i3/O1CN019esE6r1dJVvpR5esI_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i1/O1CN01rkisPJ1dJVvpXpzIJ_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i4/O1CN01KO2yrQ1dJVvsvoe5M_!!0-rate.jpg']",[],"1423-11-17,21;620-12-0,6;10420-11-7,11;420-11-22,26;920-11-27,31;223-11-12,16;",衣服已经收到，发货很快，大小合适，面料舒适，穿着惊快，五星好评！,2019-07-26 12:37:26,,2097712408,,[],2,tmall-grade-t2-18.png,"{'date': 26, 'hours': 12, 'seconds': 21, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 30, 'time': 1564115421000, 'day': 5}",True,,,0,
False,True,,,,0,,颜色:CS1965白色+CS1963蓝色;尺码:L,0,,天猫,,0,,可***℃,0,,0,True,0,"{'date': 26, 'hours': 17, 'seconds': 21, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 58, 'time': 1564135101000, 'day': 5}",False,,1053042722349,,"['//img.alicdn.com/bao/uploaded/i2/O1CN01jmOq4T1kWyt4kA0V6_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i3/O1CN01xAPGRm1kWyt7mcIm9_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i2/O1CN01Nw1Kb91kWyt92BcOc_!!0-rate.jpg']",[],"920-11-18,23;123-11-6,10;620-11-0,5;1423-11-11,17;",衣服很不错，布料很好 穿着也很舒服，推荐入手哦,2019-07-26 17:58:21,,2097712408,,[],0,,"{'date': 26, 'hours': 17, 'seconds': 44, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 56, 'time': 1564135004000, 'day': 5}",True,,,0,
False,True,,,,0,,颜色:CS1965蓝色+CS1964绿色;尺码:2XL,0,,天猫,,0,,我***m,0,,0,True,0,"{'date': 22, 'hours': 10, 'seconds': 22, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 58, 'time': 1563764302000, 'day': 1}",False,,1052397013600,,"['//img.alicdn.com/bao/uploaded/i3/O1CN01aHrBT22N6f8smBh2h_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i3/O1CN01ZlIkVv2N6f8smE2WV_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i1/O1CN01tkW7z62N6f8uPqp36_!!0-rate.jpg']",[],"1523-12-0,4;620-11-25,29;523-11-10,13;520-11-30,36;1423-11-19,24;620-12-14,18;1523-11-5,9;",上身效果：挺修身的，蛮好看 面料品质：面料很舒服，质量挺好，还是很划算的,2019-07-22 10:58:22,,2097712408,,[],0,,"{'date': 22, 'hours': 10, 'seconds': 23, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 55, 'time': 1563764123000, 'day': 1}",True,,,0,
False,True,,,,0,,颜色:CS1965白色+CS1963蓝色;尺码:XL,0,,天猫,,0,,c***1,0,,0,True,0,"{'date': 24, 'hours': 11, 'seconds': 17, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 38, 'time': 1563939497000, 'day': 3}",False,,1052614325438,,[],[],"1423-11-33,40;1423-11-14,24;623-12-26,29;920-11-30,32;123-12-0,5;620-11-6,13;",棉麻的材料，摸上去质感很好，夏季穿在身上挺舒服的。 厚薄度：刚好，风吹过来很透气。,2019-07-24 11:38:17,,2097712408,,[],0,,"{'date': 24, 'hours': 11, 'seconds': 41, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 35, 'time': 1563939341000, 'day': 3}",True,,,0,
False,True,,,,0,,颜色:CS1965蓝色+CS1963绿色;尺码:L,0,,天猫,,0,,z***6,0,,0,True,0,"{'date': 28, 'hours': 9, 'seconds': 9, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 43, 'time': 1564278189000, 'day': 0}",True,,1053363355099,,"['//img.alicdn.com/bao/uploaded/i2/O1CN01PIZpdU2H1Gmlh9XjM_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i4/O1CN01IvMeNN2H1GmncTR8N_!!0-rate.jpg']",[],"1120-12-0,8;1423-11-14,18;11220-11-9,13;",给老公入手了两件，没有色差，柔软舒服，棒棒哒,2019-07-28 09:43:09,,2097712408,,[],2,tmall-grade-t2-18.png,"{'date': 28, 'hours': 9, 'seconds': 47, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 41, 'time': 1564278107000, 'day': 0}",True,,,0,
False,False,,,,0,,颜色:CS1965蓝色+CS1963白色;尺码:3XL,0,,天猫,,0,,蔡***王,0,,0,True,0,"{'date': 23, 'hours': 20, 'seconds': 59, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 43, 'time': 1563885839000, 'day': 2}",False,,1052406772424,,"['//img.alicdn.com/bao/uploaded/i1/O1CN013kZyhR1xo0cE0U6Mx_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i1/O1CN01PLErId1xo0cNZXqbd_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i2/O1CN01r7IYoQ1xo0cNZZvS9_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i3/O1CN01mQTLU31xo0cO88zf3_!!0-rate.jpg']",[],"520-11-33,50;620-12-33,50;123-12-26,32;323-11-17,25;",这样的衣服能穿？肯定是以前留下的，不是脏的就是发黄，布料也太次了，真的的是便宜东西不能买难怪买一送一,2019-07-23 20:43:59,,2097712408,,[],0,,"{'date': 23, 'hours': 20, 'seconds': 41, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 41, 'time': 1563885701000, 'day': 2}",True,,,0,
False,True,,,,0,,颜色:CS1965黑色+CS1964蓝色;尺码:2XL,0,,天猫,,0,,z***2,0,,0,True,0,"{'date': 21, 'hours': 22, 'seconds': 5, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 18, 'time': 1563718685000, 'day': 0}",False,,1052202436333,,['//img.alicdn.com/bao/uploaded/i1/O1CN01cZCpUi1oquaE3nSJ8_!!0-rate.jpg'],[],"1523-12-0,4;223-11-14,23;223-11-29,33;1523-11-5,8;620-12-24,28;223-11-9,13;",上身效果：很修身 尺码推荐：肩宽43cm正合适 面料品质：面料贴身,2019-07-21 22:18:05,,2097712408,,[],0,,"{'date': 21, 'hours': 22, 'seconds': 25, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 16, 'time': 1563718585000, 'day': 0}",True,,,0,
False,True,,,,0,,颜色:CS1965白色+CS1963蓝色;尺码:M,0,,天猫,,0,,晴***儿,0,,0,True,0,"{'date': 22, 'hours': 18, 'seconds': 53, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 57, 'time': 1563793073000, 'day': 1}",False,,1052292348113,,"['//img.alicdn.com/bao/uploaded/i4/O1CN01yMlzk51miY7X7Y5VE_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i2/O1CN01wd0smC1miY7X7YYaN_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i1/O1CN01sP8JOm1miY7ebxQsh_!!0-rate.jpg']",[],"920-11-32,34;1523-11-13,20;623-11-7,12;323-11-26,31;920-11-21,25;123-11-0,6;",面料挺凉快的，厚薄也可以，上身效果也可以，值得购买，洗了不掉色，挺好,2019-07-22 18:57:53,,2097712408,,[],0,,"{'date': 22, 'hours': 18, 'seconds': 34, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 55, 'time': 1563792934000, 'day': 1}",True,,,0,
aliMallSeller,anony,appendComment,attributes,attributesMap,aucNumId,auctionPicUrl,auctionSku,buyCount,carServiceLocation,cmsSource,displayRatePic,displayRateSum,displayUserLink,displayUserNick,displayUserNumId,displayUserRateLink,dsr,fromMall,fromMemory,gmtCreateTime,goldUser,headExtraPic,id,memberIcon,pics,picsSmall,position,rateContent,rateDate,reply,sellerId,serviceRateContent,structuredRateList,tamllSweetLevel,tmallSweetPic,tradeEndTime,useful,userIdEncryption,userInfo,userVipLevel,userVipPic
False,True,"{'commentId': 0, 'days': 0, 'reply': '【翰代维简梵专卖店】我们从一步一步走过来，很珍惜现在的一切，我们坚持做正品！店铺销售的所有产品均为正品，我们只做最好的给您！您的满意是我们永恒的追求，我们所做的一切只为获得您的肯定，祝您生活愉快，幸福快乐！！ 相逢是百年许下的愿，相知是今生美丽的兑现，清晨的阳光便是我们的祝福，亲爱的，愿幸运之神永远伴您左右！我们一直坚定的走性价比路线，在我们的能力范围内，我们只愿给您最好的(*^__^*)还希望亲多多支持哦！ 真的很谢谢亲的光临和这么贴心的回评哦~我们真的感觉到很幸福哦，心里暖暖的，很感谢亲对我们的支持和肯定哦~，亲满意就对我们最好的回报 我们也就很开心了哈，亲的支持是我们前进的动力，我们会努力做的更好的，期待亲的再次光临哦ㄟ(▔▽▔ㄟ) (╯▔▽▔)╯', 'commentTime': '2019-07-18 17:25:14', 'pics': ['//img.alicdn.com/bao/uploaded/i1/O1CN01G0SzK62DOOJYP4kZj_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i1/O1CN01FtczBO2DOOJaVAdTC_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i3/O1CN01JEjdta2DOOJaVBEti_!!0-rate.jpg'], 'content': '试过了，也洗过了，不掉色，不缩水，穿在身上感觉很凉爽，非常值得购买，喜欢的可以入手了'}",,,0,,颜色:自由搭配请备注留言;尺码:L,0,,天猫,,0,,t***9,0,,0,True,0,"{'date': 18, 'hours': 17, 'seconds': 40, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 23, 'time': 1563441820000, 'day': 4}",False,,1052368507450,,"['//img.alicdn.com/bao/uploaded/i1/O1CN014BRk3c2DOOJbjH7Pc_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i3/O1CN01RTgfFe2DOOJdOJyRX_!!0-rate.jpg']",[],"11220-11-13,17;920-11-27,30;123-11-0,6;1423-11-7,12;1523-11-18,26;",衣服面料很好，手感很舒服，没有色差，穿上效果也很帅气，非常好！,2019-07-18 17:23:40,,1665967495,,[],0,,"{'date': 18, 'hours': 17, 'seconds': 12, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 21, 'time': 1563441672000, 'day': 4}",True,,,0,
False,True,,,,0,,颜色:19-T219蓝白+T222杏白蓝;尺码:XXL,0,,天猫,,0,,唯***鹿,0,,0,True,0,"{'date': 28, 'hours': 15, 'seconds': 12, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 21, 'time': 1564298472000, 'day': 0}",False,,1053400227518,,"['//img.alicdn.com/bao/uploaded/i4/O1CN01NT9y231o8UAUB8fgV_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i3/O1CN01t0QBdo1o8UAVuHlld_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i2/O1CN01xf463r1o8UAZE2Kzi_!!0-rate.jpg']",[],"323-12-31,51;920-11-12,18;1423-11-0,11;323-12-19,30;323-12-52,61;",总体上穿着还是挺舒服的，顺滑不磨皮肤。主要还是颜色上有些误差，杏白蓝和蓝白的蓝色并不是和展示图上的蓝色，而是更偏向于蓝绿色。,2019-07-28 15:21:12,【翰代维简梵专卖店】感谢亲的支持，我可以感受到亲传染给我们的快乐，您能满意，我们也很开心，我们会继续努力，做到更好，不枉费亲对我们的期待。不满意请告诉我们，我们会尽全力为亲解决问题。自古有伯乐，才有千里马，亲就是我们的伯乐，能在茫茫的人海中，亲选择了我们，这就是爱，不不不，这就是缘分。亲想起我们的时候，记得多回来看看哦，祝愿亲亲在每一天都能能量满满，活力每一天,1665967495,,[],0,,"{'date': 28, 'hours': 15, 'seconds': 9, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 7, 'time': 1564297629000, 'day': 0}",True,,,0,
False,True,,,,0,,颜色:16-T516深灰+T108蓝色;尺码:XXL,0,,天猫,,0,,x***9,0,,0,True,0,"{'date': 20, 'hours': 19, 'seconds': 57, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 16, 'time': 1563621417000, 'day': 6}",False,,1052590439079,,"['//img.alicdn.com/bao/uploaded/i1/O1CN01LFKslm22qp865nIh8_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i1/O1CN015ZAKGk22qp89Ykvl5_!!0-rate.jpg']",[],"1523-12-0,4;920-12-18,30;623-12-40,43;920-11-44,49;620-11-31,38;920-11-10,17;620-12-51,55;523-11-5,9;",上身效果：上身好看，没有问题很满意，就是另外一件拍的有点大了，不过衣服很不错！ 厚薄度：刚刚好的哦！ 面料品质：确实挺棒棒哒！,2019-07-20 19:16:57,【翰代维简梵专卖店】感谢亲的光临！看到亲给我们一个这么大大的好评，我心里贼开心呢O(&cap;_&cap;)O~嘿嘿！让每个顾客买到自己称心的衣服，我们心里也是有很大的满足感&hellip;期待您的下次光临哦， 祝您生活愉快，幸福美满！(^__^)~~~ 亲爱的顾客您好！非常感谢您对我们的大力支持和信赖！您的开心和满意是对我们幕前幕后工作者的莫大肯定( ^_^ )，我们会再接再厉噢！您可以收藏我们店铺，更多新品宝贝等您选购哟O(&cap;_&cap;)O 亲爱的顾客朋友，感谢您对我们产品的支持与信赖，您简单的一段字语足以慰藉我们每天辛苦的工作，您的满意就是对我们最大的支持！我们也会经常做一些老会员的优惠活动，请老朋友们多多关注哦! 期待您的再次光临！祝您生活愉快\(≧▽≦)/,1665967495,,[],0,,"{'date': 20, 'hours': 19, 'seconds': 37, 'month': 6, 'timezoneOffset': -480, 'year': 119, 'minutes': 4, 'time': 1563620677000, 'day': 6}",True,,,0,
